TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO
1755820800,2025-08-22,0,112491.84,112828.33,112608.74,112465.65,827.47,93196161.52
1755824400,2025-08-22,1,112608.74,112899.98,112820.54,112314.09,645.09,72677826.48
1755828000,2025-08-22,2,112820.54,113507.64,113133.81,112766.25,966.73,109477881.62
1755831600,2025-08-22,3,113133.81,113430.11,112907.39,112870.24,430.26,48687169.94
1755835200,2025-08-22,4,112907.39,113231.79,112814.28,112686.31,547.52,61873825.66
1755838800,2025-08-22,5,112814.28,113252.06,113210.6,112814.03,350.73,39640747.65
1755842400,2025-08-22,6,113210.6,113363.89,112973.29,112826.11,508.69,57525013.93
1755846000,2025-08-22,7,112973.29,113227.42,113070.21,112930.0,340.95,38562178.27
1755849600,2025-08-22,8,113070.21,113288.89,112963.68,112922.17,424.46,48003878.01
1755853200,2025-08-22,9,112963.68,113103.98,113030.08,112793.2,478.46,54025417.56
1755856800,2025-08-22,10,113030.08,113047.09,112519.74,112500.83,424.97,47887206.35
1755860400,2025-08-22,11,112519.74,112602.65,112307.66,112166.18,371.61,41746246.54
1755864000,2025-08-22,12,112307.66,112685.82,112326.01,111675.14,1801.33,201988456.06
1755867600,2025-08-22,13,112326.01,112654.49,112469.84,111936.06,1789.08,200970055.19
1755871200,2025-08-22,14,112469.84,116132.18,115819.98,112469.84,6802.74,783000789.4
1755874800,2025-08-22,15,115819.98,117316.46,116393.76,115819.94,3272.72,382053932.04
1755878400,2025-08-22,16,116393.76,116789.87,116156.44,116127.29,2223.04,258818050.68
1755882000,2025-08-22,17,116156.44,117022.44,117016.82,116155.94,1667.38,194619710.09
1755885600,2025-08-22,18,117016.82,117428.1,116804.34,116749.36,1363.85,159665462.05
1755889200,2025-08-22,19,116804.34,116915.42,116654.72,116511.45,1085.27,126654418.53
1755892800,2025-08-22,20,116654.72,117124.0,117039.47,116587.03,705.62,82491618.42
1755896400,2025-08-22,21,117039.47,117179.85,117019.13,116832.09,525.54,61471510.38
1755900000,2025-08-22,22,117019.13,117043.51,116744.86,116553.19,535.02,62468288.44
1755903600,2025-08-22,23,116744.86,116770.47,116770.47,116728.98,6.542,763653.28
