TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO
1759881600,2025-10-08,0,121414.53,122156.63,121995.34,121362.59,1134.01,138101790.04
1759885200,2025-10-08,1,121995.34,122111.02,122025.6,121676.17,856.44,104442680.08
1759888800,2025-10-08,2,122025.6,122299.07,122110.56,121892.84,709.77,86648597.36
1759892400,2025-10-08,3,122110.56,122110.71,121441.84,121290.5,910.08,110652043.35
1759896000,2025-10-08,4,121441.84,121967.65,121953.69,121149.33,864.27,105120453.2
1759899600,2025-10-08,5,121953.69,121953.77,121407.0,121217.4,1177.27,143022091.98
1759903200,2025-10-08,6,121407.0,121885.01,121832.03,121116.33,588.59,71496543.02
1759906800,2025-10-08,7,121832.03,121915.94,121635.65,121371.77,721.81,87796702.55
1759910400,2025-10-08,8,121635.65,122919.01,122443.89,121574.36,1200.82,146882441.87
1759914000,2025-10-08,9,122443.89,122689.82,122571.76,122431.97,615.33,75418665.44
1759917600,2025-10-08,10,122571.76,123145.17,122996.04,122546.08,678.72,83370174.17
1759921200,2025-10-08,11,122996.04,123245.57,122919.56,122791.29,550.35,67707785.73
1759924800,2025-10-08,12,122919.56,123100.71,122673.7,122585.96,656.75,80651783.01
1759928400,2025-10-08,13,122673.7,122818.29,122642.23,121709.82,1636.11,200171744.51
1759932000,2025-10-08,14,122642.23,123389.7,122362.19,122159.77,2179.04,267509022.05
1759935600,2025-10-08,15,122362.19,122659.98,122231.66,122006.36,1538.02,188180841.92
1759939200,2025-10-08,16,122231.66,123176.35,123107.32,122156.78,1445.29,177371950.89
1759942800,2025-10-08,17,123107.32,124222.74,124104.12,123022.1,2385.24,295195444.42
1759946400,2025-10-08,18,124104.12,124254.95,123481.8,123468.6,1683.56,208422690.55
1759950000,2025-10-08,19,123481.8,123790.54,123481.14,123190.56,1322.79,163389091.04
1759953600,2025-10-08,20,123481.14,123753.82,122904.04,122859.18,1099.37,135654907.01
1759957200,2025-10-08,21,122904.04,123371.8,123325.75,122874.24,500.62,61679348.76
1759960800,2025-10-08,22,123325.75,123468.76,123256.91,123252.42,337.43,41630172.67
1759964400,2025-10-08,23,123256.91,123257.61,123257.61,123233.33,7.061,870254.9
