TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO
1763078400,2025-11-14,0,99644.14,99737.65,98945.63,98700.19,2481.39,246215756.95
1763082000,2025-11-14,1,98945.63,99520.76,99226.72,98689.35,2174.79,215530705.54
1763085600,2025-11-14,2,99226.72,99836.81,99596.11,99215.21,1111.73,110718378.15
1763089200,2025-11-14,3,99596.11,99624.56,99108.27,98786.8,1064.33,105538426.38
1763092800,2025-11-14,4,99108.27,99154.8,97797.37,96742.11,3287.45,321766769.9
1763096400,2025-11-14,5,97797.37,98000.66,97494.07,97010.19,2088.06,203587256.62
1763100000,2025-11-14,6,97494.07,97559.52,97522.21,95934.25,2440.24,236217118.61
1763103600,2025-11-14,7,97522.21,97699.56,97109.77,96755.41,1830.14,178021374.27
1763107200,2025-11-14,8,97109.77,97403.84,97332.75,96751.71,1590.2,154336517.98
1763110800,2025-11-14,9,97332.75,97496.25,96816.68,96647.6,1421.73,137984104.56
1763114400,2025-11-14,10,96816.68,97253.93,96720.84,96650.56,951.34,92234398.05
1763118000,2025-11-14,11,96720.84,96902.77,96143.04,95695.21,1811.44,174305602.82
1763121600,2025-11-14,12,96143.04,96143.04,95300.92,94521.72,4455.0,424460386.5
1763125200,2025-11-14,13,95300.92,95637.24,95168.39,94531.44,4769.61,453031609.06
1763128800,2025-11-14,14,95168.39,96728.17,96480.35,94900.24,5494.34,526728128.38
1763132400,2025-11-14,15,96480.35,97248.92,96740.61,95811.95,4339.02,418575885.34
1763136000,2025-11-14,16,96740.61,97346.0,96968.42,96227.85,3416.26,330744689.21
1763139600,2025-11-14,17,96968.42,97084.3,95798.04,95563.03,2829.38,272860597.71
1763143200,2025-11-14,18,95798.04,96271.52,95024.73,94929.16,3216.24,307494070.69
1763146800,2025-11-14,19,95024.73,95856.57,95727.17,94750.72,2673.69,254892978.83
1763150400,2025-11-14,20,95727.17,95873.9,94318.28,94151.89,4949.92,468882562.98
1763154000,2025-11-14,21,94318.28,95065.13,94992.83,94196.91,2382.32,225689837.28
1763157600,2025-11-14,22,94992.83,95422.63,95116.15,94654.34,1300.09,123610563.86
1763161200,2025-11-14,23,95116.15,95116.43,94531.81,94006.67,1973.05,186361196.36
