TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO
1749340800,2025-06-08,0,105625.23,105718.58,105539.45,105507.54,232.68,24567285.93
1749344400,2025-06-08,1,105539.45,105833.29,105755.76,105463.27,154.9,16363769.81
1749348000,2025-06-08,2,105755.76,105755.76,105508.81,105500.5,157.21,16599685.23
1749351600,2025-06-08,3,105508.81,105570.01,105544.96,105461.38,84.2,8883999.15
1749355200,2025-06-08,4,105544.96,105692.69,105673.22,105475.1,132.3,13971647.52
1749358800,2025-06-08,5,105673.22,105698.56,105497.85,105478.31,98.02,10352362.39
1749362400,2025-06-08,6,105497.85,105657.99,105503.54,105491.13,111.9,11810951.44
1749366000,2025-06-08,7,105503.54,105609.25,105486.03,105472.35,70.32,7421278.29
1749369600,2025-06-08,8,105486.03,105553.44,105429.44,105417.57,78.07,8235125.61
1749373200,2025-06-08,9,105429.44,105454.72,105198.64,105146.72,287.86,30308047.73
1749376800,2025-06-08,10,105198.64,105519.2,105407.71,105042.03,216.91,22832453.22
1749380400,2025-06-08,11,105407.71,105762.51,105725.95,105407.11,183.64,19400654.13
1749384000,2025-06-08,12,105725.95,105815.46,105765.82,105578.53,243.77,25765562.35
1749387600,2025-06-08,13,105765.82,106171.26,105669.28,105626.61,487.28,51588794.47
1749391200,2025-06-08,14,105669.28,105949.18,105881.96,105624.85,287.65,30428243.61
1749394800,2025-06-08,15,105881.96,106134.98,106040.53,105877.01,359.32,38103641.77
1749398400,2025-06-08,16,106040.53,106346.17,106252.22,106014.55,471.01,50024554.02
1749402000,2025-06-08,17,106252.22,106409.26,106152.91,106152.07,331.42,35230299.12
1749405600,2025-06-08,18,106152.91,106383.61,106367.95,106100.62,260.56,27695332.42
1749409200,2025-06-08,19,106367.95,106391.17,106350.86,106246.11,132.54,14095508.86
1749412800,2025-06-08,20,106350.86,106376.72,106212.62,106187.21,177.24,18844764.81
1749416400,2025-06-08,21,106212.62,106537.25,106397.82,106212.6,217.55,23138926.95
1749420000,2025-06-08,22,106397.82,106428.59,105821.94,105752.54,644.79,68366417.11
1749423600,2025-06-08,23,105821.94,105826.1,105779.28,105623.11,450.57,47638023.37
