TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO
1759795200,2025-10-07,0,124723.0,124992.72,124961.27,124665.75,803.21,100263135.74
1759798800,2025-10-07,1,124961.27,125146.38,124772.6,124524.8,706.44,88131268.01
1759802400,2025-10-07,2,124772.6,124774.02,124349.09,124245.97,907.04,112970518.03
1759806000,2025-10-07,3,124349.09,124641.72,124396.35,124191.43,541.59,67348429.48
1759809600,2025-10-07,4,124396.35,124729.85,124571.08,124186.92,666.37,82939411.59
1759813200,2025-10-07,5,124571.08,124707.33,124469.87,124326.91,552.22,68763181.73
1759816800,2025-10-07,6,124469.87,124528.2,123972.18,123878.82,764.05,94828354.1
1759820400,2025-10-07,7,123972.18,124112.34,123758.12,123657.2,502.37,62207947.47
1759824000,2025-10-07,8,123758.12,124081.46,123951.8,123416.26,1042.01,128930854.25
1759827600,2025-10-07,9,123951.8,124332.32,124207.38,123944.63,688.97,85563143.01
1759831200,2025-10-07,10,124207.38,124503.17,124386.52,124113.41,527.23,65567978.26
1759834800,2025-10-07,11,124386.52,124613.15,124559.39,124284.61,761.34,94769700.7
1759838400,2025-10-07,12,124559.39,125225.23,125015.03,124448.52,888.07,110828941.94
1759842000,2025-10-07,13,125015.03,125145.73,123995.72,123487.97,2228.2,276824418.92
1759845600,2025-10-07,14,123995.72,124096.56,122832.23,122685.72,2746.38,338086698.99
1759849200,2025-10-07,15,122832.23,122949.39,121925.55,121283.95,4017.94,490117329.21
1759852800,2025-10-07,16,121925.55,122160.97,121762.73,120909.81,2703.05,328782284.85
1759856400,2025-10-07,17,121762.73,121907.26,121204.72,121162.42,1558.97,189393392.79
1759860000,2025-10-07,18,121204.72,121370.53,120947.32,120661.76,1983.41,239929925.24
1759863600,2025-10-07,19,120947.32,122071.07,121704.24,120920.39,1672.14,203262284.02
1759867200,2025-10-07,20,121704.24,122258.44,122018.58,121704.24,858.15,104780620.04
1759870800,2025-10-07,21,122018.58,122364.06,122083.52,121855.2,607.9,74223612.86
1759874400,2025-10-07,22,122083.52,122241.48,122084.64,121875.77,582.95,71146305.5
1759878000,2025-10-07,23,122084.64,122095.21,122072.27,122072.19,6.882,840190.17
