TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO
1754870400,2025-08-11,0,119311.7,119505.77,119168.56,119144.74,765.3,91306547.15
1754874000,2025-08-11,1,119168.56,119958.33,119958.33,119015.15,1264.28,151167018.68
1754877600,2025-08-11,2,119958.33,121897.73,121874.95,119944.5,2994.76,362773529.88
1754881200,2025-08-11,3,121874.95,122168.04,121717.95,121560.97,1226.28,149383493.4
1754884800,2025-08-11,4,121717.95,122165.47,122080.32,121624.16,1284.12,156450500.49
1754888400,2025-08-11,5,122080.32,122298.7,122032.21,121801.37,593.79,72463813.68
1754892000,2025-08-11,6,122032.21,122309.71,122288.75,121948.88,489.51,59790301.35
1754895600,2025-08-11,7,122288.75,122301.92,121526.23,121469.0,459.85,56042298.31
1754899200,2025-08-11,8,121526.23,121790.43,121675.76,121212.43,544.48,66171732.33
1754902800,2025-08-11,9,121675.76,121699.39,121400.18,121136.68,476.87,57878687.16
1754906400,2025-08-11,10,121400.18,121426.7,121156.57,120956.22,479.95,58165882.71
1754910000,2025-08-11,11,121156.57,121248.12,120550.3,120278.76,1003.66,121122975.71
1754913600,2025-08-11,12,120550.3,120634.66,119622.66,119514.75,1811.16,217326839.01
1754917200,2025-08-11,13,119622.66,120298.78,119983.21,119360.63,1873.0,224361081.13
1754920800,2025-08-11,14,119983.21,120569.9,120219.25,119789.64,1395.47,167607232.0
1754924400,2025-08-11,15,120219.25,120401.81,120307.1,119839.17,1177.61,141483889.25
1754928000,2025-08-11,16,120307.1,120799.38,119956.62,119928.36,1269.17,152824753.88
1754931600,2025-08-11,17,119956.62,120155.81,119507.3,119477.66,1004.89,120371774.04
1754935200,2025-08-11,18,119507.3,119883.33,119775.75,119270.86,932.49,111497362.28
1754938800,2025-08-11,19,119775.75,119791.86,119078.56,118618.32,1534.2,182813310.69
1754942400,2025-08-11,20,119078.56,119086.3,118849.36,118575.15,949.11,112776875.33
1754946000,2025-08-11,21,118849.36,119188.93,118731.63,118106.91,1076.52,127750593.23
1754949600,2025-08-11,22,118731.63,118933.13,118911.29,118297.55,711.73,84421110.69
1754953200,2025-08-11,23,118911.29,118911.29,118827.38,118819.11,5.632,669404.0
