TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO
1761091200,2025-10-22,0,108387.11,108705.49,108052.54,107915.08,1657.66,179421709.09
1761094800,2025-10-22,1,108052.54,108530.43,108421.06,108050.82,1185.85,128404887.24
1761098400,2025-10-22,2,108421.06,108737.06,108274.86,108274.86,755.19,81953276.64
1761102000,2025-10-22,3,108274.86,108281.94,108275.9,107934.67,741.95,80243190.58
1761105600,2025-10-22,4,108275.9,108694.29,108684.53,108223.44,499.46,54198136.71
1761109200,2025-10-22,5,108684.53,108705.05,108234.47,107960.82,685.54,74204765.19
1761112800,2025-10-22,6,108234.47,108403.29,108055.29,108018.52,575.59,62262047.16
1761116400,2025-10-22,7,108055.29,108369.91,108369.91,107678.5,882.55,95319824.59
1761120000,2025-10-22,8,108369.91,108416.5,108292.73,108150.1,402.15,43551291.29
1761123600,2025-10-22,9,108292.73,108326.77,108018.7,107841.4,684.81,74012829.86
1761127200,2025-10-22,10,108018.7,108161.79,107708.74,107693.78,774.72,83625922.05
1761130800,2025-10-22,11,107708.74,108266.31,107608.49,106898.14,2099.7,225975682.09
1761134400,2025-10-22,12,107608.49,108441.39,108095.35,107511.92,1177.97,127273438.6
1761138000,2025-10-22,13,108095.35,109056.27,108850.19,107692.81,2502.25,270895325.91
1761141600,2025-10-22,14,108850.19,109024.6,108959.22,107547.22,4189.28,453161837.76
1761145200,2025-10-22,15,108959.22,109181.59,108431.34,107767.44,2827.52,306489124.22
1761148800,2025-10-22,16,108431.34,108810.2,108232.38,107889.58,2312.14,250575109.42
1761152400,2025-10-22,17,108232.38,108337.84,107790.99,107592.75,1917.47,207022577.52
1761156000,2025-10-22,18,107790.99,108218.4,108023.28,107479.91,1518.84,163891771.84
1761159600,2025-10-22,19,108023.28,108417.33,107861.99,107757.37,2075.73,224417700.12
1761163200,2025-10-22,20,107861.99,108067.77,107701.97,107533.68,1157.74,124751078.53
1761166800,2025-10-22,21,107701.97,107751.99,107211.9,106750.91,1821.23,195030649.19
1761170400,2025-10-22,22,107211.9,107688.08,107209.94,106953.22,961.12,103122678.39
1761174000,2025-10-22,23,107209.94,107291.66,107291.4,107186.2,10.67,1144285.21
